	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3
Cluster-368.0	0	0	0	0	2	1	1	2	0	1	4	1
Cluster-369.0	0	0	0	0	4	2	0	0	0	1	7	0
Cluster-370.0	0	0	0	0	2	3	2	0	0	1	2	2
Cluster-371.0	0	0	0	0	4	0	0	1	0	0	6	1
Cluster-371.1	0	0	0	8	10	0	0	2	7	22	8	15
Cluster-372.0	0	0	0	0	2	0	1	1	0	0	1	6
Cluster-373.0	0	0	0	0	1	3	0	3	0	0	3	1
Cluster-374.0	0	0	0	0	6	0	5	2	0	0	2	1
Cluster-375.0	0	0	0	0	2	3	2	1	0	4	0	5
Cluster-376.0	0	0	0	0	1	0	3	4	0	9	0	4
Cluster-376.1	0	0	0	4	4	3	2	0	1	1	0	0
Cluster-377.0	0	0	0	0	1	1	1	2	0	1	5	0
Cluster-378.0	0	0	0	0	1	0	3	2	1	1	1	2
Cluster-379.0	0	0	0	0	1	1	0	0	6	0	4	3
Cluster-380.0	0	0	0	0	1	1	0	0	0	2	11	0
Cluster-381.0	0	0	0	0	3	1	0	6	0	4	4	1
Cluster-382.0	0	0	0	0	1	0	4	2	2	1	1	3
Cluster-383.0	0	0	0	0	1	1	0	0	1	0	6	1
Cluster-384.0	0	0	0	0	3	0	9	1	0	0	0	0
Cluster-385.0	0	0	0	0	3	1	0	0	0	4	1	3
Cluster-386.0	0	0	0	0	4	3	0	1	0	0	1	1
Cluster-387.0	0	0	0	0	1	0	3	1	0	1	5	4
Cluster-388.0	0	0	0	0	1	0	4	1	13	0	0	1
Cluster-389.0	0	0	0	0	2	2	0	0	1	1	2	3
Cluster-389.1	0	0	0	2	3	5	0	2	0	2	5	2
Cluster-390.0	0	0	0	0	3	1	1	2	1	2	0	4
Cluster-391.0	0	0	0	0	5	1	0	3	1	0	1	0
Cluster-392.0	0	0	0	0	4	4	4	0	0	5	1	7
Cluster-393.0	0	0	0	0	3	4	0	1	2	2	0	2
Cluster-394.0	0	0	0	0	10	0	0	0	0	0	0	0
Cluster-395.0	0	0	0	0	4	0	0	7	3	0	0	0
Cluster-396.0	0	0	0	0	3	1	1	0	0	5	0	1
Cluster-397.0	0	0	2	0	4	0	2	3	7	0	1	0
Cluster-398.0	0	0	0	0	8	1	1	1	4	0	5	0
Cluster-398.1	0	0	0	0	0	0	6	1	1	0	0	0
Cluster-399.0	0	0	0	0	3	0	0	4	3	0	0	0
Cluster-400.0	0	0	0	0	1	1	3	0	1	2	0	2
Cluster-401.0	0	0	0	0	1	0	1	0	5	0	5	0
Cluster-402.0	0	0	0	0	8	0	0	0	1	0	2	0
Cluster-403.0	0	0	0	0	2	0	1	0	0	1	3	3
Cluster-404.0	0	0	1	2	3	22	9	5	3	24	21	15
Cluster-405.0	0	0	0	0	3	0	0	0	0	5	4	1
Cluster-406.0	0	0	0	0	11	0	0	1	0	0	1	0
Cluster-406.1	0	0	0	7	24	0	4	3	2	0	1	0
Cluster-407.0	0	0	0	0	15	0	0	0	0	0	0	0
Cluster-408.0	0	0	0	0	3	2	2	2	0	0	1	0
Cluster-409.0	0	0	0	0	4	2	0	4	0	2	2	0
Cluster-409.1	0	0	0	0	0	0	0	5	0	13	8	0
Cluster-410.0	0	0	0	0	2	0	0	5	1	6	0	0
Cluster-411.0	0	0	0	0	5	1	1	0	0	0	7	0
Cluster-412.0	0	0	0	0	2	2	0	0	0	1	2	2
Cluster-412.1	2	11	2	30	38	49	1	4	2	15	17	19
Cluster-413.0	0	0	0	0	2	1	1	1	1	2	5	1
Cluster-414.0	0	0	0	0	5	1	0	1	1	0	2	2
Cluster-415.0	0	0	0	0	3	0	0	0	11	6	0	0
Cluster-416.0	0	0	0	0	3	0	1	0	3	1	2	2
Cluster-417.0	0	0	0	0	4	2	0	0	1	0	3	0
Cluster-418.0	0	0	0	0	2	0	4	3	1	0	1	0
Cluster-419.0	0	0	0	0	2	0	0	1	3	0	2	3
Cluster-420.0	0	0	0	0	8	0	0	0	0	0	1	1
Cluster-421.0	0	0	0	0	11	0	0	0	0	0	0	0
Cluster-422.0	0	0	0	0	3	3	2	0	0	1	2	1
Cluster-423.0	0	0	0	0	1	2	1	3	0	2	1	0
Cluster-424.0	0	0	0	0	1	0	5	10	0	3	0	4
Cluster-425.0	0	0	0	0	7	4	0	0	0	0	0	1
Cluster-426.0	0	0	0	0	6	0	0	0	3	2	0	1
Cluster-427.0	0	0	0	0	2	0	0	0	0	3	1	9
Cluster-428.0	0	0	0	0	4	4	0	0	0	2	1	0
Cluster-429.0	0	0	0	0	5	0	0	9	1	0	0	0
Cluster-430.0	0	0	0	0	1	0	8	0	0	1	5	2
Cluster-431.0	0	0	0	0	9	0	0	0	30	6	0	0
Cluster-432.0	0	0	0	0	1	2	0	0	9	0	0	0
Cluster-433.0	0	0	0	0	2	0	3	1	1	1	1	2
Cluster-434.0	0	1	2	1	3	5	2	1	3	2	2	1
Cluster-435.0	0	0	0	0	4	0	0	6	1	0	0	0
Cluster-435.1	0	0	0	0	0	0	0	7	2	0	0	0
Cluster-436.0	0	0	0	0	2	1	1	0	1	3	1	2
Cluster-437.0	0	0	0	0	2	2	3	2	1	0	0	0
Cluster-438.0	0	0	0	0	4	4	0	1	1	1	0	2
Cluster-439.0	0	0	0	0	1	0	1	3	4	1	0	0
Cluster-440.0	0	0	0	0	1	2	4	1	4	1	0	1
Cluster-441.0	0	0	0	1	3	4	0	0	0	1	0	4
Cluster-442.0	0	0	0	2	0	0	0	0	0	9	7	0
Cluster-443.0	0	0	0	1	4	2	1	0	0	1	1	1
Cluster-444.0	0	0	0	1	0	0	0	2	0	3	4	1
Cluster-445.0	0	0	0	1	0	0	3	5	1	0	1	0
Cluster-446.0	0	0	0	1	0	0	4	3	0	2	2	0
Cluster-447.0	0	0	0	1	4	1	1	0	0	0	5	0
Cluster-448.0	0	0	0	0	1	0	0	1	0	1	2	1
Cluster-448.1	0	0	1	3	0	2	0	0	0	2	2	1
Cluster-449.0	0	0	0	2	0	1	0	0	0	3	5	0
Cluster-450.0	0	0	0	13	0	6	0	0	0	21	13	0
Cluster-451.0	0	0	0	3	5	1	0	0	1	1	0	4
Cluster-452.0	0	0	0	1	1	3	3	6	7	2	3	1
Cluster-453.0	0	0	0	1	2	0	0	0	7	2	1	2
Cluster-454.0	0	0	0	2	0	2	0	0	0	5	4	0
Cluster-455.0	0	0	0	2	2	4	1	0	0	2	0	0
Cluster-456.0	0	0	0	2	2	2	0	0	1	2	1	0
Cluster-457.0	0	0	0	1	4	4	0	0	1	8	1	0
Cluster-458.0	0	0	0	1	0	2	0	0	0	4	3	0
Cluster-459.0	0	0	0	3	4	4	0	0	0	0	4	0
Cluster-460.0	0	0	0	1	1	2	0	0	0	1	4	1
Cluster-461.0	0	0	0	1	0	1	0	0	0	1	0	7
Cluster-462.0	0	0	0	4	1	2	0	0	2	0	4	3
Cluster-463.0	0	0	0	1	5	1	1	0	1	2	0	0
Cluster-464.0	0	0	0	1	0	3	0	0	0	4	3	0
Cluster-464.1	2	0	0	0	0	0	0	0	0	6	5	1
Cluster-465.0	0	0	0	2	0	0	2	6	1	0	0	2
Cluster-466.0	0	0	0	1	0	3	0	0	0	8	9	0
Cluster-467.0	0	0	0	2	0	1	0	0	0	8	2	0
Cluster-468.0	0	0	0	2	3	4	1	2	1	2	0	1
Cluster-469.0	0	0	0	1	0	6	0	0	0	14	5	0
Cluster-470.0	0	0	0	1	2	1	1	1	2	2	1	1
Cluster-471.0	0	0	0	1	0	1	0	0	0	5	5	0
Cluster-472.0	0	0	0	10	3	0	0	0	0	0	0	0
Cluster-473.0	0	0	0	1	3	0	0	0	0	2	2	5
Cluster-474.0	0	0	0	1	1	0	1	0	1	2	3	1
Cluster-475.0	0	0	0	4	0	0	0	0	0	7	6	0
Cluster-476.0	0	0	0	1	15	0	0	0	0	1	0	0
Cluster-477.0	0	0	0	2	2	0	4	2	3	0	0	0
Cluster-478.0	0	0	0	0	0	4	0	0	0	5	4	0
Cluster-478.1	0	0	0	1	0	3	0	0	0	2	2	0
Cluster-479.0	0	0	0	4	0	3	0	0	0	11	6	0
Cluster-480.0	0	0	0	10	1	3	1	1	0	0	0	0
Cluster-481.0	0	0	0	1	1	1	2	1	0	2	2	0
Cluster-482.0	0	0	0	6	0	3	0	0	0	19	16	2
Cluster-483.0	0	0	0	1	10	1	0	0	0	0	0	1
Cluster-484.0	0	0	0	3	0	0	0	1	3	0	4	2
Cluster-485.0	0	0	0	1	0	7	0	0	0	12	6	0
Cluster-486.0	0	0	0	1	0	2	0	0	0	4	2	0
Cluster-486.1	0	0	0	0	0	5	0	0	0	6	4	0
Cluster-486.2	0	0	0	1	0	0	0	0	0	5	1	0
Cluster-487.0	0	0	0	1	0	0	0	9	4	0	1	0
Cluster-488.0	0	0	0	3	2	4	2	0	0	1	1	0
Cluster-489.0	0	0	0	1	2	1	0	3	0	1	2	0
Cluster-490.0	0	0	0	2	6	0	0	2	0	0	2	2
Cluster-491.0	0	0	0	3	4	4	0	0	0	2	2	9
Cluster-492.0	0	0	0	13	3	1	0	0	0	18	3	13
Cluster-493.0	0	0	0	5	0	0	0	0	0	3	0	2
Cluster-494.0	0	0	0	9	2	0	0	0	0	0	0	0
Cluster-495.0	0	0	0	1	0	1	0	0	0	10	8	0
Cluster-496.0	0	0	0	1	0	0	0	0	0	0	7	2
Cluster-497.0	0	0	0	1	0	3	0	0	0	2	7	0
Cluster-498.0	0	0	0	1	3	2	3	1	0	0	2	0
Cluster-499.0	0	0	0	1	1	0	1	2	1	0	5	0
Cluster-500.0	0	0	0	1	0	0	2	8	2	0	0	0
Cluster-501.0	0	0	0	1	1	0	5	0	0	7	1	0
Cluster-501.1	0	5	4	15	10	6	2	10	10	5	8	1
Cluster-501.2	0	0	2	2	1	1	2	0	2	6	3	0
Cluster-501.3	0	0	0	6	0	1	0	0	4	0	0	0
Cluster-502.0	0	0	0	4	5	4	0	0	0	1	0	0
Cluster-503.0	0	0	0	4	0	0	1	0	2	0	4	7
Cluster-504.0	0	0	0	2	0	1	0	0	0	9	1	0
Cluster-505.0	0	0	0	1	2	1	1	1	0	0	4	0
Cluster-506.0	0	0	0	3	1	5	0	0	0	0	1	0
Cluster-507.0	0	0	0	1	0	0	0	0	0	4	8	0
Cluster-508.0	0	0	0	1	4	0	0	1	0	1	4	1
Cluster-509.0	0	0	0	9	0	0	0	0	1	0	0	0
Cluster-510.0	0	0	0	1	1	3	3	6	3	10	4	4
Cluster-511.0	0	0	0	1	0	0	0	0	0	8	5	0
Cluster-512.0	0	0	0	2	0	1	0	0	0	7	5	0
Cluster-513.0	0	0	0	1	0	0	0	0	0	2	14	0
Cluster-514.0	0	0	0	2	0	3	0	0	1	4	1	1
Cluster-515.0	0	0	0	1	4	0	0	0	3	1	0	1
Cluster-516.0	0	0	0	1	0	0	0	0	1	0	10	0
Cluster-517.0	0	0	0	1	1	1	0	2	1	2	3	0
Cluster-518.0	0	0	0	4	2	2	0	0	0	4	1	0
Cluster-519.0	0	0	0	1	0	6	0	0	0	0	0	3
Cluster-520.0	0	0	0	3	1	3	0	2	0	4	0	1
Cluster-521.0	0	0	0	1	3	3	1	2	0	1	0	2
Cluster-522.0	0	0	0	1	0	1	0	0	0	3	9	0
Cluster-523.0	0	0	0	5	3	2	0	0	0	0	0	0
Cluster-524.0	0	0	0	4	4	0	0	0	1	7	1	3
Cluster-525.0	0	0	0	2	7	1	0	0	0	0	0	1
Cluster-526.0	0	0	0	1	0	2	0	0	0	16	6	0
Cluster-527.0	0	0	0	1	2	0	1	2	0	3	1	0
Cluster-528.0	0	0	0	2	9	2	0	0	0	0	3	1
Cluster-529.0	0	0	0	1	0	0	0	5	0	0	5	0
Cluster-530.0	0	0	0	2	1	2	0	1	0	2	1	1
Cluster-531.0	0	0	0	2	5	2	0	0	0	0	1	1
Cluster-532.0	0	0	0	2	3	1	5	6	26	3	9	1
Cluster-533.0	0	0	0	4	7	0	0	0	0	0	0	0
Cluster-534.0	0	0	0	3	3	1	0	1	1	2	1	1
Cluster-535.0	0	0	0	3	3	1	0	1	0	1	2	0
Cluster-535.1	18	4	1	8	8	6	8	10	1	3	16	9
Cluster-535.2	1	1	0	0	2	3	1	4	2	2	6	1
Cluster-536.0	0	0	0	6	5	3	0	0	0	2	1	3
Cluster-536.1	1	0	2	6	4	0	1	0	0	1	1	3
Cluster-537.0	0	0	0	1	11	1	0	0	0	2	3	0
Cluster-538.0	0	0	0	2	5	0	0	0	1	0	4	1
Cluster-539.0	0	0	0	2	7	1	1	0	0	1	1	7
Cluster-540.0	0	0	0	1	3	0	0	0	0	51	15	8
Cluster-541.0	0	0	0	7	5	2	0	0	2	0	0	1
Cluster-542.0	0	0	0	3	3	4	2	1	2	0	1	1
Cluster-543.0	0	0	0	3	6	0	0	2	0	0	0	2
Cluster-544.0	0	0	0	1	0	0	2	1	4	1	1	0
Cluster-545.0	0	0	0	4	0	3	0	0	2	4	0	1
Cluster-546.0	0	0	0	1	1	3	1	0	2	5	1	2
Cluster-547.0	0	0	0	2	0	2	0	0	0	7	5	0
Cluster-548.0	0	0	0	1	4	6	0	0	0	0	0	0
Cluster-549.0	0	0	0	1	1	3	2	0	1	1	0	1
Cluster-550.0	0	0	0	2	1	1	1	3	1	1	0	0
Cluster-551.0	0	0	0	2	1	2	1	2	0	0	0	2
Cluster-552.0	0	0	0	3	0	0	0	0	0	6	4	0
Cluster-553.0	0	0	0	3	6	0	0	0	1	0	0	0
Cluster-554.0	0	0	0	2	0	1	3	1	3	1	1	2
Cluster-555.0	0	0	0	3	1	0	0	0	2	0	0	4
Cluster-556.0	0	0	0	3	0	7	0	0	0	11	8	0
Cluster-556.1	0	0	0	0	0	2	0	0	0	4	5	0
Cluster-557.0	0	0	0	1	3	2	0	0	0	1	2	1
Cluster-558.0	0	0	0	3	5	0	2	0	0	1	0	0
Cluster-559.0	0	0	0	1	4	3	1	0	0	0	0	1
Cluster-560.0	0	0	0	4	1	24	0	1	3	83	96	140
Cluster-561.0	0	0	0	1	3	2	0	0	0	9	3	3
Cluster-562.0	0	0	0	1	0	0	0	0	0	9	9	0
Cluster-563.0	0	0	0	4	0	1	0	0	3	0	0	2
Cluster-564.0	0	0	0	2	0	0	1	9	0	1	0	0
Cluster-565.0	0	0	0	7	0	1	0	0	0	1	6	0
Cluster-566.0	0	0	0	1	3	0	1	5	2	2	0	2
Cluster-567.0	0	0	0	3	2	1	0	0	0	3	1	0
Cluster-568.0	0	0	0	10	2	0	0	0	0	2	0	4
Cluster-568.1	0	1	2	6	4	1	0	0	1	0	0	3
Cluster-569.0	0	0	0	1	3	0	0	0	0	1	8	3
Cluster-570.0	0	0	0	7	0	5	0	0	0	12	31	1
Cluster-571.0	0	0	0	1	0	0	8	4	11	0	2	1
Cluster-572.0	0	0	0	1	1	0	0	7	1	1	2	4
Cluster-573.0	0	0	0	2	0	1	0	0	0	7	9	0
Cluster-574.0	0	0	0	5	8	0	0	0	0	0	0	0
Cluster-575.0	0	0	0	7	2	1	1	0	0	0	0	1
Cluster-576.0	0	0	0	1	0	5	0	0	0	2	3	0
Cluster-577.0	0	0	0	1	5	2	0	0	0	2	0	0
Cluster-578.0	0	0	0	1	0	1	0	0	0	5	3	0
Cluster-579.0	0	0	0	3	2	0	0	2	0	2	2	1
Cluster-580.0	0	0	0	4	0	2	0	0	0	5	0	0
Cluster-581.0	0	0	0	6	2	2	0	7	5	0	2	3
Cluster-582.0	0	0	0	1	5	2	0	2	0	1	0	2
Cluster-583.0	0	0	0	4	0	1	0	0	0	3	4	0
Cluster-584.0	0	0	0	4	12	3	0	0	1	1	1	1
Cluster-585.0	0	0	0	2	3	1	1	1	0	1	0	1
Cluster-586.0	0	0	0	2	2	1	0	3	4	0	1	1
Cluster-587.0	0	0	0	2	0	2	0	0	0	4	7	0
Cluster-588.0	0	0	0	2	0	0	2	4	4	0	2	1
Cluster-589.0	0	0	0	1	0	0	0	0	0	8	4	0
Cluster-590.0	0	0	0	4	4	0	0	2	0	0	0	0
Cluster-591.0	0	0	0	6	0	2	0	0	0	10	7	0
Cluster-592.0	0	0	0	4	1	6	0	0	0	5	0	0
Cluster-593.0	0	0	0	5	0	1	0	3	0	0	0	1
Cluster-594.0	0	0	0	2	1	5	0	1	0	0	1	1
Cluster-595.0	0	0	0	2	2	1	1	1	1	0	1	2
Cluster-596.0	0	0	0	1	0	0	2	1	0	0	6	0
Cluster-597.0	0	0	0	3	0	7	0	0	0	11	11	0
Cluster-598.0	0	0	0	3	0	1	0	0	0	3	5	0
Cluster-599.0	0	0	0	3	0	4	0	0	0	20	16	0
Cluster-600.0	0	0	0	9	0	4	0	0	0	36	18	1
Cluster-601.0	0	0	0	1	4	1	0	2	2	1	1	1
Cluster-602.0	0	0	0	2	0	2	0	0	0	8	2	0
Cluster-603.0	0	0	0	8	14	1	3	0	1	0	11	8
Cluster-604.0	0	0	0	3	0	1	0	0	0	4	7	0
Cluster-605.0	0	0	0	7	4	0	0	0	1	0	2	0
Cluster-606.0	0	0	0	10	2	3	0	1	0	0	0	0
Cluster-607.0	0	0	0	4	2	1	2	3	1	2	0	0
Cluster-608.0	0	0	0	5	1	1	0	2	0	1	0	0
Cluster-609.0	0	0	0	2	2	0	0	0	0	2	4	0
Cluster-610.0	0	0	0	5	0	3	1	1	0	0	0	0
Cluster-611.0	0	0	0	2	3	1	0	1	0	0	3	0
Cluster-612.0	0	0	0	3	1	0	0	0	0	2	1	4
Cluster-613.0	0	0	0	3	0	3	0	0	0	2	6	0
Cluster-614.0	0	0	0	1	0	0	3	2	1	1	1	1
Cluster-615.0	0	0	0	9	2	0	0	0	2	3	2	3
Cluster-616.0	0	0	0	2	2	5	0	0	0	1	0	0
Cluster-617.0	0	0	0	6	6	3	1	5	0	0	1	1
Cluster-618.0	0	0	0	6	1	4	0	0	0	0	0	0
Cluster-619.0	0	0	0	4	1	3	1	1	1	0	1	5
Cluster-620.0	0	0	0	4	3	0	0	0	0	1	1	4
Cluster-621.0	0	0	0	3	7	12	0	0	0	0	1	0
Cluster-622.0	0	0	0	4	0	2	0	0	0	2	2	0
Cluster-623.0	0	0	0	1	0	2	0	0	0	7	3	0
Cluster-624.0	0	0	0	1	2	0	1	1	0	0	6	2
Cluster-625.0	0	0	0	2	1	0	3	2	2	2	0	0
Cluster-626.0	0	0	0	2	5	1	0	0	0	0	2	0
Cluster-627.0	0	0	0	3	1	0	0	1	0	7	0	3
Cluster-628.0	0	0	0	1	1	2	3	0	4	1	0	0
Cluster-629.0	0	0	0	1	2	0	0	1	0	2	2	4
Cluster-630.0	0	0	0	9	0	0	0	0	0	0	0	1
Cluster-631.0	0	0	0	2	3	1	1	3	1	1	0	0
Cluster-632.0	0	0	0	3	10	4	0	0	0	1	6	0
Cluster-633.0	0	0	0	1	2	2	2	2	0	0	0	1
Cluster-634.0	0	0	0	1	1	1	2	0	0	0	1	4
Cluster-635.0	0	0	0	2	1	1	0	2	1	0	2	2
Cluster-636.0	0	0	0	7	0	6	0	0	0	8	10	0
Cluster-637.0	0	0	0	9	2	1	1	2	0	0	6	0
Cluster-638.0	0	0	0	1	4	3	1	3	1	2	1	0
Cluster-639.0	0	0	0	4	3	0	0	1	4	2	1	0
Cluster-640.0	0	0	0	1	0	4	0	0	0	15	17	1
Cluster-641.0	0	0	0	6	0	4	0	0	0	6	6	0
Cluster-642.0	0	0	0	1	2	0	0	0	1	0	3	4
Cluster-643.0	0	0	0	5	4	2	0	0	0	1	0	2
Cluster-644.0	0	0	0	1	0	0	0	0	0	5	4	0
Cluster-645.0	0	0	0	9	6	3	1	0	2	1	3	3
Cluster-646.0	0	0	0	4	0	6	0	0	0	6	8	0
Cluster-647.0	0	0	0	5	0	4	0	0	0	10	13	0
Cluster-647.1	0	0	0	0	0	2	0	0	0	6	6	0
Cluster-648.0	0	0	0	1	3	0	1	3	0	2	2	1
Cluster-649.0	0	0	0	2	2	1	0	0	3	0	1	3
Cluster-650.0	0	0	0	1	0	9	0	0	0	14	13	0
Cluster-651.0	0	0	0	5	0	2	0	1	1	1	3	1
Cluster-652.0	0	0	0	3	3	0	0	0	2	0	0	3
Cluster-652.1	0	0	3	3	2	1	0	3	0	1	0	1
Cluster-653.0	0	0	0	3	0	3	0	0	0	9	5	0
Cluster-654.0	0	0	0	5	3	0	0	0	0	0	0	3
Cluster-655.0	0	0	0	3	1	5	0	3	3	6	6	3
Cluster-656.0	0	0	0	3	4	2	0	0	0	0	2	0
Cluster-657.0	0	0	0	2	4	2	0	0	0	0	0	2
Cluster-658.0	0	0	0	1	1	0	0	4	2	1	0	2
Cluster-659.0	0	0	0	1	1	0	0	0	0	1	10	1
Cluster-660.0	0	0	0	3	4	2	0	0	0	4	1	0
Cluster-661.0	0	0	0	7	2	0	0	0	1	0	7	2
Cluster-661.1	0	0	0	6	2	0	0	0	0	1	0	2
Cluster-662.0	0	0	0	4	0	8	0	0	0	16	16	0
Cluster-663.0	0	0	0	1	0	3	0	0	0	3	3	0
Cluster-664.0	0	0	0	2	0	5	0	2	0	0	2	1
Cluster-665.0	0	0	0	2	0	0	0	0	0	2	7	0
Cluster-666.0	0	0	0	5	0	9	0	0	0	7	8	0
Cluster-667.0	0	0	0	1	0	2	0	0	0	5	5	0
Cluster-668.0	6	3	2	10	3	9	19	2	1	4	5	5
Cluster-669.0	0	0	0	2	0	1	3	1	2	1	0	1
Cluster-670.0	0	0	0	3	3	1	0	0	0	1	2	0
Cluster-671.0	0	0	0	5	2	2	0	0	0	3	3	1
Cluster-672.0	0	0	0	1	0	0	6	1	0	1	4	2
Cluster-673.0	0	0	0	6	3	2	0	0	0	4	4	2
Cluster-674.0	0	0	0	1	3	1	2	0	0	1	0	2
Cluster-675.0	0	0	0	1	1	0	0	0	0	0	8	0
Cluster-676.0	0	0	0	1	0	3	0	0	0	5	4	0
Cluster-677.0	0	0	0	1	0	2	0	0	0	10	7	0
Cluster-678.0	0	1	0	3	4	7	0	0	1	1	2	5
Cluster-679.0	0	0	0	1	1	1	1	0	1	2	7	1
Cluster-680.0	0	0	0	3	4	3	1	0	0	0	0	0
Cluster-681.0	0	0	0	5	0	3	0	0	0	44	21	0
Cluster-682.0	0	0	0	2	4	0	4	3	3	0	3	0
Cluster-683.0	0	0	0	4	0	4	0	0	0	7	11	0
Cluster-683.1	0	0	0	1	0	0	0	0	0	5	5	0
Cluster-684.0	0	0	0	7	5	1	1	0	2	2	2	2
Cluster-685.0	0	0	0	2	0	3	0	0	0	17	13	0
Cluster-686.0	0	0	0	3	7	0	0	0	0	0	0	0
Cluster-687.0	3	0	0	8	9	3	2	3	6	1	2	8
Cluster-688.0	0	0	0	1	0	6	0	0	0	11	4	0
Cluster-689.0	0	0	0	3	3	0	0	0	0	1	2	1
Cluster-690.0	0	0	0	3	3	0	0	0	0	5	4	2
Cluster-691.0	0	0	0	3	4	2	0	6	9	2	2	1
Cluster-692.0	0	0	0	4	3	2	3	1	0	0	3	0
Cluster-693.0	0	0	0	1	0	0	6	1	2	0	0	1
Cluster-694.0	0	0	0	2	0	3	0	0	0	8	6	0
Cluster-695.0	0	0	0	7	4	0	0	0	0	1	4	1
Cluster-696.0	0	0	0	2	3	0	2	1	2	0	3	2
Cluster-697.0	0	0	0	5	0	3	0	0	0	7	25	0
Cluster-697.1	0	0	0	3	0	9	0	0	0	11	12	0
Cluster-698.0	0	0	0	8	6	3	0	1	1	1	0	0
Cluster-699.0	0	0	0	4	6	11	0	0	0	0	2	1
Cluster-700.0	0	0	0	1	0	3	0	0	0	12	2	0
Cluster-701.0	0	0	0	5	7	2	0	0	0	0	1	0
Cluster-702.0	0	0	0	1	1	3	1	0	3	2	0	0
Cluster-703.0	0	0	0	1	1	0	2	0	2	6	1	2
Cluster-704.0	0	0	0	6	0	0	1	0	0	5	1	2
Cluster-705.0	0	0	0	5	7	2	1	0	0	0	3	1
Cluster-706.0	0	0	0	1	0	1	0	0	0	10	10	0
Cluster-707.0	0	1	0	7	5	0	4	16	5	1	6	7
Cluster-708.0	0	0	0	5	0	4	0	0	0	8	5	0
Cluster-709.0	0	0	0	1	2	0	1	0	0	4	1	1
Cluster-710.0	0	0	0	4	3	5	0	1	0	1	9	0
Cluster-711.0	0	0	0	4	2	1	0	0	0	5	1	0
Cluster-712.0	0	0	0	1	0	0	4	1	1	0	5	3
Cluster-713.0	0	0	0	17	11	13	0	0	0	2	1	0
Cluster-714.0	0	0	0	1	0	2	0	0	0	7	1	0
Cluster-715.0	0	0	0	3	7	3	0	0	0	0	1	1
Cluster-716.0	0	0	0	2	0	12	0	0	0	14	13	0
Cluster-717.0	0	0	0	6	3	8	0	0	0	0	0	0
Cluster-718.0	0	0	0	2	0	0	1	0	3	1	1	2
Cluster-719.0	0	0	0	2	3	0	2	7	3	0	0	1
Cluster-720.0	0	0	0	2	0	1	0	0	0	6	1	0
Cluster-721.0	0	0	0	3	0	1	0	0	0	4	3	0
Cluster-722.0	0	0	0	1	0	1	0	0	0	6	3	0
Cluster-723.0	0	0	0	4	0	3	0	0	0	15	8	0
Cluster-724.0	0	0	0	6	3	2	0	0	0	0	6	1
Cluster-725.0	0	0	0	2	0	0	2	1	3	4	2	3
Cluster-725.1	0	0	1	0	3	2	1	1	4	0	1	2
Cluster-725.2	0	2	0	0	0	0	1	5	2	1	1	1
Cluster-726.0	0	0	0	21	33	3	1	0	0	30	22	34
Cluster-726.1	0	1	0	112	132	10	0	0	0	55	53	9
Cluster-726.2	2	0	0	66	35	7	1	0	1	34	17	85
Cluster-727.0	0	0	0	5	2	6	0	0	1	6	4	8
Cluster-728.0	0	0	0	6	12	0	3	1	1	2	1	2
Cluster-729.0	0	0	0	4	6	4	2	2	1	0	0	2
Cluster-730.0	0	0	0	2	3	4	4	1	1	0	1	4
Cluster-731.0	0	0	0	2	0	0	0	0	0	2	6	0
Cluster-732.0	0	0	0	7	0	5	0	0	0	11	7	0
Cluster-733.0	0	0	0	2	0	0	0	0	0	12	15	0
Cluster-734.0	0	0	0	8	0	2	0	0	0	10	8	1
Cluster-735.0	0	0	0	3	0	1	0	0	0	10	1	0
Cluster-736.0	0	0	0	4	0	1	0	0	0	6	6	0
Cluster-737.0	0	0	0	3	1	1	0	0	1	1	2	1
Cluster-738.0	0	0	0	2	1	0	0	0	0	0	3	12
Cluster-739.0	0	0	0	3	0	1	1	3	0	0	1	1
Cluster-740.0	0	0	0	10	0	3	0	0	0	19	12	0
Cluster-741.0	0	0	0	1	1	2	1	3	0	0	1	1
Cluster-742.0	0	0	0	4	6	2	0	0	0	0	1	0
Cluster-743.0	0	0	0	2	3	1	1	0	0	1	1	1
Cluster-744.0	0	0	0	26	0	0	1	0	0	0	0	0
Cluster-745.0	0	0	0	2	0	1	0	0	0	3	4	0
Cluster-746.0	0	0	0	3	0	2	0	0	0	16	19	0
Cluster-747.0	0	0	0	4	3	3	0	0	0	0	3	0
Cluster-748.0	0	0	0	2	0	3	0	0	0	10	10	0
Cluster-749.0	0	0	0	1	0	2	0	0	0	4	4	0
Cluster-750.0	0	0	0	154	257	106	1	2	0	289	794	358
Cluster-751.0	0	0	0	3	2	3	4	4	4	4	3	1
Cluster-752.0	0	0	0	2	0	1	0	3	3	4	1	2
Cluster-753.0	0	0	0	7	3	2	0	0	4	5	1	1
Cluster-754.0	0	0	0	3	3	0	0	1	1	0	1	1
Cluster-755.0	0	0	0	6	0	1	0	0	0	7	3	0
Cluster-756.0	0	0	0	4	0	1	0	0	0	5	1	0
Cluster-757.0	0	0	0	7	0	2	2	0	28	0	0	1
Cluster-758.0	1	0	0	2	5	1	0	8	3	3	2	0
Cluster-759.0	0	0	0	1	0	0	0	2	2	3	0	2
Cluster-760.0	0	0	0	4	3	8	0	0	0	0	0	0
